INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
59H‐243 ,3034857,1,,60DA30 ,,72
59H‐244 ,3034865,3,,60DA35 ,50168145,99
59H‐245 ,,6,,60DA45 ,,16
59H‐43 ,3034543,1,,60D475 ,50240746,73
59JA45 ,50014695,7,,60JA35 ,,1
59JA55 ,50008689,22,,60JA45 ,,3
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,81,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
60J10 ,50003599,41,,637D475 ,50016740,8
60J30 ,50011667,5,,637JR38C ,50170281,99
60L67 ,50162114,50,,637R48 ,50012384,4
60L74 ,,6,,637R58 ,50069111,7
60N70 ,50157049,44,,637URD475 ,50021039,14
60PF2 ,50186287,2,,637URD550 ,50202589,5
60R48 ,50010727,83,,64CA3 ,50068675,14
60R58 ,50070549,51,,64CC25 ,50021526,20
60S49 ,50034172,1,,64CC4 ,,4
60S84 ,50172386,12,,64DA30 ,50059039,19
60X70 ,,7,,64DA35 ,50240993,99
601RP38 ,50014182,2,,64D1 ,50120658,2
603HB ,50160563,2,,64D45 ,,1
61A3J258 ,,6,,64D475 ,,23
61DA35 ,50168152,92,,64JA30 ,,3
61DA45 ,50015023,8,,64JA45 ,50014729,14
61D475 ,50015916,46,,64JR38 ,50017060,99
61JC10 ,50063502,3,,64JR38C ,50171453,73
61R39 ,50009620,32,,64JR38D ,,5
61S68 ,50176585,23,,64J50 ,50003912,18
61S84 ,50172394,50,,64L67 ,50241009,2
61X71 ,50047877,99,,64L74 ,,6
616D50 ,50111038,8,,64N70 ,,2
616X72 ,50070010,2,,64PF2 ,50186311,4
6160‐21A ,,1,,64PF3 ,50185438,2
617HCM ,50172071,1,,64RA12 ,,1
617X72 ,50070028,2,,64R38 ,,2
618X72 ,50070036,8,,64R48 ,,28
619DA35 ,50165836,79,,64R58 ,50070056,4
619HHB ,50206887,8,,64SAR120 ,50108349,58
62DA35 ,,18,,64SAR85 ,50108992,4
62JC10 ,50063510,18,,64S70 ,,5
62L35 ,,1,,64X59 ,,2
62S49 ,,6,,64X70 ,,2
62S68 ,,6,,64X72 ,,1
63D40 ,50000264,14,,646R58 ,50069129,36
63LRD ,50073501,1,,647JR38 ,,9
63PF2 ,50186295,2,,647R38A ,50241041,4
63X72 ,,2,,65A4C10 ,50133370,13
630JR300 ,50313675,1,,65A4C3 ,95077269,7
637DC35 ,50161306,1,,65A4C5 ,95077285,3
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,82,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
65A7M9 ,95080727,1,,66CC80 ,50022581,2
65CC25 ,,4,,66DRD2 ,50174481,1
65DA30 ,50059088,6,,66H‐304 ,3675022,1
65DA35 ,50168194,4,,66JA55 ,50008721,2
65DB30 ,50051168,1,,66JB4 ,50005644,1
65DB35 ,50162858,6,,66JB5 ,50009141,1
65DHD1060 ,50041151,2,,66JL15 ,50010495,1
65D40 ,50000272,5,,66JR38B ,50022003,2
65D475 ,50015932,4,,66JR38C ,50204601,52
65JA35 ,50013275,12,,66J30 ,50011857,4
65JA45 ,,1,,66J40 ,50003102,2
65JA55 ,50008697,28,,66J50 ,50004258,2
65JB5 ,50008879,31,,66J50A ,50241108,1
65JR300 ,50288026,5,,66L54 ,50162569,2
65JR38 ,50171487,3,,66PB59 ,50155431,1
65JR38C ,50171487,99,,66PB6 ,,1
65J10 ,50003615,1,,66RB12 ,,4
65J10A ,50007186,4,,66R38 ,50045582,2
65J15 ,50010479,2,,66R48 ,50010867,5
65J30 ,50011741,6,,660DB30 ,,1
65J40 ,50003078,6,,660D505 ,50021732,9
65J50 ,50004209,4,,662R58 ,50069145,21
65L70 ,,1,,662SA90 ,,2
65L74 ,,2,,663SA90 ,50109149,47
65PB59 ,50155407,3,,664R48 ,50012418,18
65PB6.030 ,50241066,1,,67A4C10 ,50133396,33
65PB8 ,50014950,13,,67A4C3 ,95077558,11
65R38 ,50045541,10,,67A4C5 ,50132091,4
65R48 ,50010826,22,,67A4C7 ,95077590,28
65R58 ,50070564,13,,64A4C8 ,50132901,26
65URD550 ,50202597,5,,67A7M5 ,50133842,18
658R58 ,,1,,67A7M6 ,50133891,47
66A4C10 ,50133388,19,,67CC80 ,50022631,37
66A4C12 ,95077350,4,,67PB6 ,50241140,1
66A4C14 ,50133990,30,,671J50 ,50004878,1
66A4C2 ,,45,,68A4C11 ,50092733,3
66A4C3 ,95077400,99,,68CC21 ,,2
66A4C5 ,50132083,76,,68D40 ,,3
66A4C7 ,50132273,6,,68D45 ,50005602,58
66A4C8 ,95077459,5,,68D475 ,50006394,9
66A4C9 ,95077467,99,,68FM ,50083898,16
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,83,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
68JA35 ,,2,,7DHC50 ,50002294,54
68JB4 ,50005669,99,,7DHC75 ,50002336,11
68JB5 ,50008929,1,,7DHD1060A ,50201003,4
68JR300 ,50313824,20,,7DHD275 ,50162387,56
68JR38 ,50017649,4,,7D35 ,,6
68JR38B ,50022045,33,,7D45 ,50001825,1
68J10 ,50003656,7,,7D475 ,50015809,21
68J10A ,50007210,1,,7JA45 ,50014513,40
68J50A ,50005081,20,,7JA55 ,50008549,3
68L74 ,50160159,1,,7JB5 ,50004597,15
68N75 ,,2,,7JR300 ,50313857,25
68PB59 ,50196526,6,,7JR38 ,50006816,13
68RP38 ,50002807,3,,7JR38C ,50172733,99
68R12 ,,1,,7J30 ,50011014,4
68S49 ,,13,,7J50 ,50003458,59
68URD350 ,50213727,5,,7PB59 ,50155373,4
68URD475 ,50019322,4,,7PB6 ,50001312,7
68URD475U ,50211523,14,,7PB8 ,50014810,1
68URD550 ,50202688,17,,7PF2 ,,2
69DA30 ,50059096,99,,7R39 ,,3
69DA35 ,50168244,38,,7R48 ,50010032,10
69D475 ,50241264,49,,7R58 ,50071976,75
69JB5 ,,22,,7URD550 ,50202605,6
69JR38 ,50017656,8,,704‐202 ,3063492,4
69JR38B ,50022060,34,,704‐40 ,3063450,5
69J10 ,50003672,4,,704‐641 ,,1
69J40 ,50003193,5,,704‐727 ,3063666,5
69R58 ,50070614,16,,705‐A198 ,3420478,1
69S68 ,,23,,71B7989 ,,9
69URD475 ,50019330,35,,710CC80 ,50241348,11
69X70 ,50044528,2,,71164,,1
7AH‐94 ,3668357,1,,71167,,1
7AK‐A10 ,3673357,6,,71172,,1
7AK‐500 ,3672854,12,,712‐A40 ,,1
7AM‐216 ,3672979,1,,712J300 ,50353416,1
7DA30 ,,1,,713DA35 ,,1
7DB30 ,50056456,3,,714DA35 ,,4
7DB35 ,50162775,6,,715CC80 ,50023290,46
7DC35 ,50162999,7,,715PB6 ,50013705,9
7DHC100 ,50002419,3,,719R58 ,50069160,16
7DHC125 ,50006105,29,,72DRT ,50021369,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,84,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
,72019300,3,,755‐A163 ,3407129,1
,72166432,2,,755‐61 ,3411360,2
,72168149,3,,756R58 ,50330455,57
,72287949,17,,758D475 ,50016765,79
,72343106,35,,76CC1 ,,3
727ECM250 ,50249093,2,,76HB12 ,50110154,35
728‐A3 ,3475076,1,,76JR38 ,,21
728‐111 ,3475365,1,,769DMRD ,50037670,1
728‐112 ,3475258,1,,77A‐BM825‐7 ,3836681,4
728‐118 ,3475399,2,,77DRD2 ,50172295,6
728‐122 ,3475258,3,,77E‐208‐H8 ,3672037,1
728‐123 ,3475159,2,,77H‐33H6 ,3670759,2
728‐310 ,3494721,6,,77R58 ,50070630,6
728‐510 ,3475423,11,,771CC80 ,50023316,3
728‐739 ,3568805,10,,774DA35 ,50165869,14
728J‐B40 ,3475779,2,,779DA30WD ,50056407,2
728N‐A48 ,3570512,2,,78BC21 ,50112937,99
73CMFM ,50206549,14,,78CC1 ,,1
73H‐21 ,,1,,78CC21 ,50018308,1
73H‐331 ,,9,,7802‐23 ,3789351,2
73H‐40 ,,10,,7802‐262 ,3789369,2
73H‐41 ,3035433,1,,7802‐3 ,3789476,2
73H‐45 ,3035060,3,,7802‐311 ,3801107,2
73H‐50 ,3035086,6,,7802R‐A302 ,3823895,2
73H‐531 ,,2,,7802R‐118 ,3821147,1
73H‐56 ,,3,,7802R‐500 ,,3
73H‐84 ,3035102,1,,7803‐5 ,3796927,1
73J30 ,50011808,23,,781BC21 ,,99
73L‐241 ,,1,,785CM ,50118793,6
730H‐40 ,3035011,8,,79DRD2 ,50172337,7
74DRD2 ,50172220,1,,793DA35 ,50241694,4
74JL4 ,,3,,793J50 ,,99
740CC21 ,,1,,798J10 ,50005149,4
75DRD ,50172238,1,,799FM3 ,50330596,99
75H‐200‐10 ,3035516,1,,8CA3 ,,1
75H‐41 ,,8,,8PF3 ,,4
75PF3 ,,5,,8SA32‐110 ,3654704,2
7500‐64 ,3035540,1,,8SA32‐27 ,3657988,7
7500‐65 ,3035557,6,,8SA32‐603 ,3658564,5
7500‐92 ,3035565,1,,8SA53‐A600 ,3657962,2
755‐A161 ,3407145,1,,8SL‐A10 ,3655701,6
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,85,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
8SL‐A108 ,3655768,2,,8U‐724B ,3074036,1
8SL‐A26 ,3655818,4,,8U‐726 ,,1
8SL‐A302 ,3655644,2,,8U‐727A ,3074127,3
8SL‐A303 ,3655669,4,,8000‐109 ,3014016,1
8SL‐A37 ,3655792,2,,8000‐159A ,3014107,18
8SL‐A503 ,3655651,2,,8000‐50 ,3013877,4
8SL‐11 ,3654935,6,,803BCR4 ,50241751,2
8SL‐12 ,3654928,8,,804‐207 ,3063930,5
8SL‐159 ,3654829,4,,804‐3 ,3063773,5
8SL‐191 ,3655321,27,,804‐329 ,3063971,3
8SL‐203 ,3655198,6,,804‐502A ,3064102,2
8SL‐207 ,3654886,8,,804‐56 ,,3
8SL‐25 ,3654957,3,,804‐716 ,3064201,1
8SL‐262 ,3655149,8,,808‐207 ,3064532,5
8SL‐3 ,3655099,4,,808‐42‐6 ,3404472,1
8SL‐327‐6 ,3660792,2,,808‐51 ,3801800,94
8SL‐366 ,3660768,9,,808‐51‐10 ,3801800,2
8SL‐436 ,3660800,2,,808‐53A ,3064466,1
8SL‐500 ,3655164,8,,81CMFM ,50206630,12
8SM‐A10 ,3655727,6,,81DCR1 ,50111079,6
8SM‐A108 ,3655776,1,,81JR300 ,,5
8SM‐53 ,3655024,4,,81JR38C ,50171495,1
8SN‐190 ,3661022,12,,81J10 ,50003680,7
8SP‐A10 ,3655693,6,,81J10A ,50007228,1
8SP‐A216 ,3655743,2,,81L29 ,50166610,30
8SP‐A9 ,3660842,18,,81L54 ,50162619,2
8SP‐17 ,3655057,4,,81N79 ,50157239,17
8TL‐A173 ,3658549,3,,81PB8 ,50016393,68
8TL‐171 ,3656964,6,,81R58 ,50069202,1
8TL‐174 ,3656998,5,,810‐102 ,3065067,1
8TL‐175 ,3664869,8,,810‐207 ,3065117,1
8TL‐180 ,3657020,5,,810‐3 ,3064938,6
8U‐B726A ,3074077,3,,810‐330 ,3065166,1
8U‐15A ,3073319,3,,810‐36 ,,1
8U‐191 ,3073616,1,,810‐407 ,3065240,5
8U‐22 ,3073350,2,,810‐42 ,3065026,90
8U‐24 ,3073368,1,,810‐42‐6 ,3404001,3
8U‐278 ,3073707,2,,810‐502 ,3065257,5
8U‐58 ,3073533,13,,810‐667 ,3065323,21
8U‐654 ,3073889,2,,810‐721 ,3065331,2
8U‐720 ,3073996,1,,810‐723 ,3065356,3
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,86,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
810‐727 ,3065414,1,,834‐641 ,3066396,1
810‐728 ,3065430,4,,834‐641‐5 ,3066404,1
810‐729 ,3065448,4,,834‐726 ,3066578,2
810‐826 ,3065463,1,,834‐729 ,3066644,2
810‐91 ,,2,,834‐93 ,3065760,1
810‐97 ,3065059,11,,834‐97 ,3065778,8
8100‐721 ,3065349,2,,834‐98 ,3065786,1
8101‐12 ,3419413,5,,834LPF ,,1
8101‐625 ,3419470,1,,834R38 ,95028536,99
811DCR1 ,50118057,1,,8340‐36 ,3065596,3
815J50WD ,50004928,2,,8340‐406 ,3066222,5
818DHD1060A ,50045095,4,,8340‐502 ,3066248,5
818DHD325A ,50154731,1,,8340‐724 ,3066545,4
82D50 ,50112069,1,,8341‐314‐6 ,3066040,1
82JA35 ,50013812,2,,8341‐383 ,,4
82JA45 ,50015502,22,,8341‐526 ,3066305,1
82JR38 ,,4,,8341‐721 ,3066479,3
82JR38B ,,11,,8341‐723 ,3066511,2
82J30A ,50012301,1,,8341‐726 ,3066586,4
82J50 ,50004308,11,,8341‐826 ,3066677,1
82L54 ,50114982,5,,8341E5‐404 ,3437282,2
82L74 ,50160167,15,,836DA30 ,50056423,5
8277B1‐2 ,,2,,836D45 ,50015767,15
83BC21 ,50241835,42,,836D475 ,50241868,3
830DC2 ,,5,,836JR38 ,50019272,8
831J50WD ,50004936,2,,84CMFM ,50206655,13
834‐S727 ,3066610,2,,844‐302 ,3067485,13
834‐159 ,3065869,99,,844‐407 ,3067543,9
834‐166 ,3065893,1,,844‐42 ,3067329,12
834‐211 ,,1,,844‐42‐6 ,3404498,10
834‐24 ,,1,,844‐615 ,3067626,3
834‐283 ,3065976,14,,844‐638 ,3067659,35
834‐302 ,3065984,3,,844‐721 ,3067733,1
834‐314‐6 ,3066032,2,,844‐723 ,3067758,3
834‐314‐8 ,3066073,2,,844‐726 ,3067790,3
834‐404 ,3066180,1,,844‐727 ,3067816,1
834‐42 ,3065653,71,,844‐727A ,3067824,1
834‐42‐6 ,3404480,16,,844‐729 ,3067899,10
834‐50 ,3065679,7,,844‐78 ,3067352,3
834‐61 ,3065759,1,,844‐98 ,3067402,6
834‐638 ,3066354,14,,8440‐1 ,3067212,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,87,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
8440‐40 ,3067303,4,,87CMFM ,50206531,11
8440‐404 ,3067527,3,,87JR300 ,50314020,4
8440‐406 ,3067535,12,,87JR38B ,50022755,44
8440‐721 ,3067741,3,,87RP38E ,50014190,23
8440‐724 ,3067774,1,,870JR38 ,50019793,54
8440‐726‐8 ,,1,,871DM2RD ,50046713,1
845‐A724 ,3387768,4,,871JR38B ,50176247,43
845‐11 ,3387537,1,,872DM2RD ,95213294,1
845‐128 ,3391026,4,,872JR38 ,,23
846RP38 ,95086567,99,,874JR300 ,50314079,44
846R48 ,,1,,874JR38 ,50019827,49
847R48 ,50012493,3,,875JR38 ,50019835,16
85BB1 ,50114735,2,,876JR38 ,50019843,99
85BC53 ,50113000,5,,876QM5 ,50188705,1
85CMFM ,50206663,7,,877RP38 ,95086492,53
85H‐167 ,3035847,99,,877R38 ,95028528,3
85JA35 ,,88,,88C41 ,,1
85J10A ,50007269,6,,88JL4 ,50061902,2
85R71 ,50022243,99,,88PF2 ,50186428,6
85S68 ,50175272,14,,88PF4 ,,12
850‐283 ,3414513,1,,88V60‐A303 ,3644010,1
852D45 ,50012632,2,,88V60‐118 ,3643772,5
852JR38B ,50176221,18,,88V60‐207 ,3643848,2
852R48 ,50012491,1,,88V60‐262 ,3643780,4
855DM2RD ,50045889,8,,88V60‐283 ,3643806,1
856DM2RD ,50045897,2,,88V60‐42‐4 ,3643707,5
859QD8 ,50185149,22,,88V60‐634 ,3643798,4
86A4C10 ,95217584,28,,88V60‐950 ,3643863,1
86A4C8 ,95200515,43,,88V60‐98 ,3643723,1
86CM ,50125426,4,,88V77‐123 ,3646999,1
86CMFM ,50206556,8,,880RP38 ,95018081,13
86JR38 ,,8,,8840‐40 ,3067303,2
86R48 ,50011188,2,,885R38 ,50048958,4
862DM2 ,50046671,1,,886PB8A ,50017367,2
862D475 ,,99,,886RP38 ,,1
862R38 ,95086526,99,,89CMFM ,50206580,21
866CM2 ,50118827,1,,9A‐5‐4 ,,1
868CM2 ,50118835,2,,9A‐5‐4 1/2 ,3013695,1
868CM250 ,50244920,2,,9BM‐102 ,3019452,10
868JR38B ,50176239,29,,9BM‐11 ,,1
869JR38 ,50019785,9,,9BM‐12 ,3019312,2
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,88,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
9BM‐278 ,3019635,2,,904‐365 ,3058814,11
9BM‐283 ,3019643,1,,904‐366 ,3068830,16
9BM‐3 ,,1,,904‐641 ,3068863,3
9BM‐300‐H2 ,,2,,904‐704 ,3068954,3
9CA3 ,,2,,904‐727 ,3069051,1
9CC2 ,,1,,904‐98 ,3068681,4
9CC3 ,50008085,1,,905R300A ,50317403,1
9MJ‐16 ,3019338,1,,906JR38B ,50176411,99
9MJ‐24 ,3019353,1,,906R48 ,,5
9MJ‐53 ,3019437,3,,908‐A202 ,3341575,1
9PF1 ,,1,,908‐A40 ,3341518,1
9RB‐207 ,3014198,4,,908‐A703 ,3341740,2
9SL‐191 ,3658465,3,,908‐P314‐3 ,3341617,1
9SN‐A9 ,3660016,6,,908‐P726 ,3341849,1
9SN‐17 ,3658440,2,,908‐TK1 ,3679446,2
9SQ‐A10 ,3659992,6,,908‐11 ,3341492,2
90BC21 ,,50,,908‐12 ,3341500,3
90CMFM ,50206606,7,,908‐42‐6 ,3404217,3
90DBM3 ,50159755,1,,908‐53 ,3341542,2
90HMB ,50025451,1,,908‐626 ,3341674,1
90JHM ,50036375,2,,908‐641 ,3341690,1
90JR38 ,50017714,3,,908‐704 ,3341765,1
90PF2 ,50186451,2,,908‐706 ,3341773,1
901JR38B ,50176395,5,,908‐707 ,3341781,1
901R38A ,50137652,1,,908‐724 ,3341815,2
,90145855,1,,908B5‐PZ4 ,3386885,7
902‐A40 ,,6,,908B5‐910 ,3386919,16
902A45‐632 ,,4,,908JR38B ,50176437,3
902A90‐P601 ,3068301,3,,91PF2 ,,3
903JR38B ,50242247,1,,910‐A202 ,3406964,1
903‐A329 ,3416336,1,,910‐A329 ,3406956,19
903‐A703 ,3429156,1,,910‐A526 ,3407079,1
903‐A72 ,3416518,1,,910‐11 ,3406998,7
903‐330 ,3416344,1,,910‐3 ,3407012,1
903‐53 ,3416492,1,,910‐330 ,3406857,16
903‐641‐5 ,3416625,1,,910‐365 ,3403904,20
903‐724 ,3416559,8,,910‐42 ,3406022,72
903‐739 ,3614627,26,,940‐42‐6 ,3404712,7
903‐933‐7 ,,6,,910‐53 ,3407020,3
904‐P826 ,3069077,1,,910‐641 ,3406832,8
904‐239 ,3068715,4,,910‐704 ,3407053,2
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,89,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
910‐706 ,3406931,22,,94JR38C ,50171560,71
910‐709 ,3406949,8,,94J10 ,50003953,1
910‐721 ,3406873,12,,94J10A ,50007277,8
910‐726 ,3406980,3,,94J30 ,,9
910‐739 ,3403888,6,,94J30A ,50012335,4
910‐98 ,3407046,17,,94J50A ,50005115,2
911R48 ,50013317,1,,94L29 ,50166628,4
912A34114 ,,8,,94PF3 ,50185461,1
912JR38 ,50020007,1,,94R30 ,50007889,7
912JR38B ,,1,,94R48 ,50011196,3
912RP38 ,,5,,94R58 ,50069210,7
913RP38 ,50016096,25,,94S49 ,50034347,3
914JR38B ,50174119,3,,94S68 ,,1
914JR38C ,50170414,28,,94URD550 ,50202548,6
915JR38B ,50174127,11,,940CM ,,1
915RP38 ,50016120,1,,,94069655,3
915R300A ,50317460,2,,,94077013,4
917JR38 ,50020510,18,,941JR38B ,,6
918JR38 ,,10,,941JR38C ,50168525,71
919DB35 ,,1,,944JR38B ,50174234,14
92RMG10‐103 ,3425949,1,,945JR38B ,50174272,29
92RMG10‐607 ,3425956,1,,946CM ,50118041,19
920JR38C ,50170422,31,,95DHD275 ,50160852,2
,92121433,1,,95DHD325A ,50154616,2
922JR38 ,,23,,95R38 ,,6
,92289834,3,,95X71 ,50049782,5
923JR38 ,50020551,99,,95X72 ,50069988,1
928R38A ,50071943,91,,950DHD16 ,50210921,2
93H‐50 ,3747474,3,,,95002142,1
933JR38 ,50020585,78,,,95002499,5
934JR38 ,50020593,84,,,95018099,99
938ECM250 ,50245562,2,,,95018149,75
94DC35 ,50161199,2,,,95018164,99
94DHD1060 ,50041169,1,,,95018198,2
94DHD14 ,50352160,6,,,95018461,99
94D45 ,50008267,7,,,95018651,26
94D475A ,50017458,26,,,95018719,99
94JA45 ,50015510,11,,,95028528,99
94JA55 ,50008739,18,,,95033346,4
94JR300 ,50314194,12,,,95033353,1
94JR38 ,50017730,2,,,95033601,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,90,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
,95034062,1,,,95221172,47
,95034062,1,,,95221180,1
,95037800,1,,,95221198,1
,95037909,2,,,95221206,5
,95038675,3,,,95221214,2
,95052882,4,,,95222956,1
,95052916,12,,,95222972,2
95053179,50103464,8,,,95223046,1
,95066806,2,,,95223889,25
,95068110,10,,,95223996,2
,95069167,4,,,95227112,10
,95069290,1,,,95231718,1
,95069324,2,,,95239869,1
,95077442,1,,,95251302,2
,95086526,99,,,95263323,4
,95086583,99,,,95263604,5
,95086625,99,,,95265336,2
,95087177,3,,,95267191,99
,95093381,15,,,95270963,4
,95097648,99,,,95279006,1
951CM ,50118090,26,,,95281499,10
951DB35WD ,,1,,,95303590,1
951DHD400 ,50030952,1,,,95310017,4
,95200655,1,,,95320909,1
,95201174,1,,,95322541,4
,95201190,5,,,95329975,8
,95201331,2,,,95329991,1
,95209094,11,,,95352738,3
,95209870,99,,,95358198,1
,95209888,99,,,95362042,1
,95210563,4,,,95364378,31
,95213427,2,,,95366688,3
,95213552,4,,,95370649,2
,95214987,4,,,95385920,9
,95214995,10,,,95391306,2
,95216677,9,,,95391348,6
,95219697,3,,,95397238,1
,95219705,5,,,95398715,5
,95221024,1,,954CM ,50118124,2
,95221149,1,,954CM150A ,,4
,95221164,1,,,95414637,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,91,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
,95422234,1,,99V60‐155 ,3624905,6
,95424891,24,,99V60‐200 ,3625233,18
,95453296,1,,99V60‐207 ,3625308,2
,95455804,4,,99V60‐219 ,3643541,5
,94581529,1,,99V60‐22A ,3643111,7
955CM ,,1,,99V60‐274 ,3655545,27
955CM150 ,50126515,17,,99V60‐311 ,3625704,3
,95502241,7,,99V60‐38 ,3624418,1
,95577730,2,,99V60‐42‐4 ,3624913,3
956CM ,50116748,33,,99V60‐53 ,3624657,1
,95638680,1,,99V60‐61 ,3625456,1
,95643532,1,,99V60‐638 ,3627510,17
,95651477,8,,99V77‐106‐7 ,3625639,2
,95651956,1,,,,
,95655973,2,,,,
,95666475,2,,,,
,95675971,2,,,,
,95784880,1,,,,
958CM ,50116763,6,,,,
958CM2 ,50116771,9,,,,
,95839718,3,,,,
96D45 ,50008291,2,,,,
96X71WD ,,2,,,,
960JR38B ,50172618,99,,,,
965D475 ,,1,,,,
966D45 ,50012665,7,,,,
97H‐35 ,3864626,2,,,,
97MP‐18 ,,1,,,,
97MP‐48A ,,1,,,,
976JR38 ,,4,,,,
978J50 ,,99,,,,
983DHD1060 ,50044973,3,,,,
99V45‐A424 ,3645694,1,,,,
99V60‐A198 ,3625597,1,,,,
99V60‐A25 ,3625571,4,,,,
99V60‐A3 ,3625209,1,,,,
99V60‐A302 ,3625605,1,,,,
99V60‐A303 ,3625696,2,,,,
99V60‐100 ,3635950,1,,,,
99V60‐107A ,3643103,1,,,,
99V60‐118 ,3643517,6,,,,
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,92,
